period_key,member_key,source_system,member_tier,group_key,recognized_revenue_usd,gross_margin_usd,cash_in_usd,internal_credit_spent_usd,payment_method,pc_volume,sp_reward_basis,global_reward_usd,pool_reward_usd,cashout_usd,sink_spend_usd,active_member,member_join_period,is_affiliate,cross_app_active,extra_json
2026-09,IB-2026-09-IMATRIX-EXPERT,iblooming,EXECUTIVE_CP,IBLOOMING_IMATRIX,1769040,1769040,5896800,0,FIAT,0,3832920,180838,17690.4,2712.57,0,true,2026-09,false,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_imatrix_purchase"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":19656,""cohort_type"":""iblooming_imatrix_expert"",""cashflow_basis"":""Fiat sale creates new cash."",""cash_in_usd"":5896800,""internal_credit_spent_usd"":0,""payment_method"":""FIAT"",""recognized_revenue_basis"":{""gross_sale_usd"":5896800,""cp_user_share_usd"":4127760,""ib_platform_revenue_usd"":1769040,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":1769040},""plan_counts"":{""EXPERT_TIER_1"":11794,""EXPERT_TIER_2"":7862},""sp_breakdown"":{""IB_SALES_POINT"":3832920},""global_reward_breakdown_usd"":{""IB_IRR"":180838},""pool_reward_breakdown_usd"":{""IB_GMP_MONTHLY_POOL"":17690.4},""cashout_breakdown_usd"":{""CASHOUT"":2712.57},""sink_breakdown_usd"":{},""active_roles"":[""EXECUTIVE_CP_STATUS:EXECUTIVE_CP""],""active_qualifications"":[""EXECUTIVE_CP_APPOINTMENT:APPROVED""],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":2712.57,""sink_total_usd"":0,""gross_sale_split_matches_sink_total"":true}}"
2026-10,BGC-2026-10-ENTRY-PATHFINDER,bgc,PATHFINDER,FOUNDERS,14303900,14303900,14303900,1144312,MIXED,1430390000,10012730,1001273,400509.2,19224.44,1144312,true,2026-10,true,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""bgc_affiliate_entry_upgrade"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":143039,""cohort_type"":""bgc_affiliate_entry_or_upgrade"",""cashflow_basis"":""Membership/upgrade creates new cash. Product use in the same period spends internal credit."",""cash_in_usd"":14303900,""internal_credit_spent_usd"":1144312,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""basis"":""aggregate_affiliate_entry_upgrade_revenue"",""offer_code"":""BGC_JOIN_PATHFINDER"",""unit_price_usd"":100,""cohort_member_count"":143039,""aggregate_revenue_usd"":14303900},""gross_margin_basis"":{""gross_margin_usd"":14303900},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""PC"",""WEC eligibility"",""SP/LTS"",""RR"",""GR"",""GPSP"",""WEC Pool""],""pc_breakdown"":{""GRANT"":1430390000},""sp_breakdown"":{""ACCRUAL"":10012730},""global_reward_breakdown_usd"":{""BGC_RR"":1001273},""pool_reward_breakdown_usd"":{""BGC_GPSP_MONTHLY_POOL"":400509.2},""cashout_breakdown_usd"":{""CASHOUT"":19224.44},""sink_breakdown_usd"":{""BGC_INTERNAL_PRODUCT_USE"":1144312},""active_roles"":[""AFFILIATE_LEVEL:PATHFINDER""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":19224.44,""sink_total_usd"":1144312}}"
2026-10,BGC-2026-10-ENTRY-VOYAGER,bgc,VOYAGER,FOUNDERS,49269000,49269000,49269000,788304,MIXED,4926900000,34488300,13450437,1379532,246246.46,788304,true,2026-10,true,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""bgc_affiliate_entry_upgrade"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":98538,""cohort_type"":""bgc_affiliate_entry_or_upgrade"",""cashflow_basis"":""Membership/upgrade creates new cash. Product use in the same period spends internal credit."",""cash_in_usd"":49269000,""internal_credit_spent_usd"":788304,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""basis"":""aggregate_affiliate_entry_upgrade_revenue"",""offer_code"":""BGC_JOIN_VOYAGER"",""unit_price_usd"":500,""cohort_member_count"":98538,""aggregate_revenue_usd"":49269000},""gross_margin_basis"":{""gross_margin_usd"":49269000},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""PC"",""WEC eligibility"",""SP/LTS"",""RR"",""GR"",""GPSP"",""WEC Pool""],""pc_breakdown"":{""GRANT"":4926900000},""sp_breakdown"":{""ACCRUAL"":34488300},""global_reward_breakdown_usd"":{""BGC_RR"":3448830,""BGC_GR"":10001607},""pool_reward_breakdown_usd"":{""BGC_GPSP_MONTHLY_POOL"":1379532},""cashout_breakdown_usd"":{""CASHOUT"":246246.46},""sink_breakdown_usd"":{""BGC_INTERNAL_PRODUCT_USE"":788304},""active_roles"":[""AFFILIATE_LEVEL:VOYAGER""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":246246.46,""sink_total_usd"":788304}}"
2026-10,BGC-2026-10-ENTRY-EXPLORER,bgc,EXPLORER,FOUNDERS,106920675,106920675,106920675,495864,MIXED,10692067500,74813481,32169796.83,2992539.24,588033.96,495864,true,2026-10,true,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""bgc_affiliate_entry_upgrade"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":61983,""cohort_type"":""bgc_affiliate_entry_or_upgrade"",""cashflow_basis"":""Membership/upgrade creates new cash. Product use in the same period spends internal credit."",""cash_in_usd"":106920675,""internal_credit_spent_usd"":495864,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""basis"":""aggregate_affiliate_entry_upgrade_revenue"",""offer_code"":""BGC_JOIN_EXPLORER"",""unit_price_usd"":1725,""cohort_member_count"":61983,""aggregate_revenue_usd"":106920675},""gross_margin_basis"":{""gross_margin_usd"":106920675},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""PC"",""WEC eligibility"",""SP/LTS"",""RR"",""GR"",""GPSP"",""WEC Pool""],""pc_breakdown"":{""GRANT"":10692067500},""sp_breakdown"":{""ACCRUAL"":74813481},""global_reward_breakdown_usd"":{""BGC_RR"":8977617.72,""BGC_GR"":23192179.11},""pool_reward_breakdown_usd"":{""BGC_GPSP_MONTHLY_POOL"":2992539.24},""cashout_breakdown_usd"":{""CASHOUT"":588033.96},""sink_breakdown_usd"":{""BGC_INTERNAL_PRODUCT_USE"":495864},""active_roles"":[""AFFILIATE_LEVEL:EXPLORER""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":588033.96,""sink_total_usd"":495864}}"
2026-10,BGC-2026-10-ENTRY-PIONEER,bgc,PIONEER,FOUNDERS,33812875,33812875,33812875,188176,MIXED,3381287500,23663132,11358303.36,1301472.26,208353.88,188176,true,2026-10,true,true,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""bgc_affiliate_entry_upgrade"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":11761,""cohort_type"":""bgc_affiliate_entry_or_upgrade"",""cashflow_basis"":""Membership/upgrade creates new cash. Product use in the same period spends internal credit."",""cash_in_usd"":33812875,""internal_credit_spent_usd"":188176,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""basis"":""aggregate_affiliate_entry_upgrade_revenue"",""offer_code"":""BGC_JOIN_PIONEER"",""unit_price_usd"":2875,""cohort_member_count"":11761,""aggregate_revenue_usd"":33812875},""gross_margin_basis"":{""gross_margin_usd"":33812875},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""PC"",""WEC eligibility"",""SP/LTS"",""RR"",""GR"",""GPSP"",""WEC Pool""],""pc_breakdown"":{""GRANT"":3381287500},""sp_breakdown"":{""ACCRUAL"":23663132},""global_reward_breakdown_usd"":{""BGC_RR"":3549469.8,""BGC_GR"":7808833.56},""pool_reward_breakdown_usd"":{""BGC_GPSP_MONTHLY_POOL"":946525.28,""BGC_WEC_QUARTERLY_POOL"":354946.98},""cashout_breakdown_usd"":{""CASHOUT"":208353.88},""sink_breakdown_usd"":{""BGC_INTERNAL_PRODUCT_USE"":188176},""active_roles"":[""AFFILIATE_LEVEL:PIONEER""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":208353.88,""sink_total_usd"":188176}}"
2026-10,BGC-2026-10-ENTRY-SPECIAL,bgc,SPECIAL,FOUNDERS,29244500,29244500,29244500,40688,MIXED,2924450000,20471150,9826152,1125913.25,180248.48,40688,true,2026-10,true,true,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""bgc_affiliate_entry_upgrade"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":2543,""cohort_type"":""bgc_affiliate_entry_or_upgrade"",""cashflow_basis"":""Membership/upgrade creates new cash. Product use in the same period spends internal credit."",""cash_in_usd"":29244500,""internal_credit_spent_usd"":40688,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""basis"":""aggregate_affiliate_entry_upgrade_revenue"",""offer_code"":""BGC_JOIN_SPECIAL"",""unit_price_usd"":11500,""cohort_member_count"":2543,""aggregate_revenue_usd"":29244500},""gross_margin_basis"":{""gross_margin_usd"":29244500},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""PC"",""WEC eligibility"",""SP/LTS"",""RR"",""GR"",""GPSP"",""WEC Pool""],""pc_breakdown"":{""GRANT"":2924450000},""sp_breakdown"":{""ACCRUAL"":20471150},""global_reward_breakdown_usd"":{""BGC_RR"":3070672.5,""BGC_GR"":6755479.5},""pool_reward_breakdown_usd"":{""BGC_GPSP_MONTHLY_POOL"":818846,""BGC_WEC_QUARTERLY_POOL"":307067.25},""cashout_breakdown_usd"":{""CASHOUT"":180248.48},""sink_breakdown_usd"":{""BGC_INTERNAL_PRODUCT_USE"":40688},""active_roles"":[""AFFILIATE_LEVEL:SPECIAL""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":180248.48,""sink_total_usd"":40688}}"
2026-10,IB-2026-10-IBOOMIE-FIAT,iblooming,CP,IBOOMIE_CP_CREATORS,16490100,16490100,54967000,0,FIAT,0,65960400,2473515,659604,49470.3,0,true,2026-10,false,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_iboomie_ai_chat_sale"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":4580583,""cohort_type"":""iblooming_cp_product_sale"",""cashflow_basis"":""Fiat sale creates new cash."",""cash_in_usd"":54967000,""internal_credit_spent_usd"":0,""payment_method"":""FIAT"",""recognized_revenue_basis"":{""gross_sale_usd"":54967000,""cp_user_share_usd"":38476900,""ib_platform_revenue_usd"":16490100,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":16490100},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""iBlooming rebate reward"",""LR"",""CPR"",""GPS"",""GMP"",""Sales Point""],""sp_breakdown"":{""IB_SALES_POINT"":65960400},""global_reward_breakdown_usd"":{""IB_LR"":1649010,""IB_CPR"":824505},""pool_reward_breakdown_usd"":{""IB_GPS_SEMIANNUAL_POOL"":412252.5,""IB_GMP_MONTHLY_POOL"":247351.5},""cashout_breakdown_usd"":{""CASHOUT"":49470.3},""sink_breakdown_usd"":{},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[""CPR_YEAR_1:ACTIVE""],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":49470.3,""sink_total_usd"":0,""gross_sale_split_matches_sink_total"":true}}"
2026-10,IB-2026-10-IBOOMIE-PC,iblooming,CP,IBOOMIE_CP_CREATORS,10493700,10493700,0,34979000,PC,0,41974800,1574055,419748,31481.1,34979000,true,2026-10,false,true,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_iboomie_ai_chat_sale"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":2914917,""cohort_type"":""iblooming_cp_product_sale"",""cashflow_basis"":""PC payment spends internal credit, not new cash."",""cash_in_usd"":0,""internal_credit_spent_usd"":34979000,""payment_method"":""PC"",""recognized_revenue_basis"":{""gross_sale_usd"":34979000,""cp_user_share_usd"":24485300,""ib_platform_revenue_usd"":10493700,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":10493700},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""iBlooming rebate reward"",""LR"",""CPR"",""GPS"",""GMP"",""Sales Point""],""sp_breakdown"":{""IB_SALES_POINT"":41974800},""global_reward_breakdown_usd"":{""IB_LR"":1049370,""IB_CPR"":524685},""pool_reward_breakdown_usd"":{""IB_GPS_SEMIANNUAL_POOL"":262342.5,""IB_GMP_MONTHLY_POOL"":157405.5},""cashout_breakdown_usd"":{""CASHOUT"":31481.1},""sink_breakdown_usd"":{""PC_SPEND"":34979000},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[""CPR_YEAR_1:ACTIVE""],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":31481.1,""sink_total_usd"":34979000,""gross_sale_split_matches_sink_total"":true}}"
2026-10,IB-2026-10-IBOOMIE-ALPHA,iblooming,CP,IBOOMIE_CP_CREATORS,2998200,2998200,0,9994000,ALPHA,0,11992800,449730,119928,8994.6,9994000,true,2026-10,false,true,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_iboomie_ai_chat_sale"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":832833,""cohort_type"":""iblooming_cp_product_sale"",""cashflow_basis"":""ALPHA payment spends internal credit, not new cash."",""cash_in_usd"":0,""internal_credit_spent_usd"":9994000,""payment_method"":""ALPHA"",""recognized_revenue_basis"":{""gross_sale_usd"":9994000,""cp_user_share_usd"":6995800,""ib_platform_revenue_usd"":2998200,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":2998200},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""iBlooming rebate reward"",""LR"",""CPR"",""GPS"",""GMP"",""Sales Point""],""sp_breakdown"":{""IB_SALES_POINT"":11992800},""global_reward_breakdown_usd"":{""IB_LR"":299820,""IB_CPR"":149910},""pool_reward_breakdown_usd"":{""IB_GPS_SEMIANNUAL_POOL"":74955,""IB_GMP_MONTHLY_POOL"":44973},""cashout_breakdown_usd"":{""CASHOUT"":8994.6},""sink_breakdown_usd"":{""ALPHA_SPEND"":9994000},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[""CPR_YEAR_1:ACTIVE""],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":8994.6,""sink_total_usd"":9994000,""gross_sale_split_matches_sink_total"":true}}"
2026-10,IB-2026-10-GIM-TIER-1,iblooming,CP,IBLOOMING_GIM,4970700,4970700,12426750,4142250,MIXED,0,13255200,2485350,59648.4,37280.25,4142250,true,2026-10,false,true,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_gim_signup"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":828450,""cohort_type"":""iblooming_gim_tier_1"",""cashflow_basis"":""Mixed payment: part fiat cash, part internal credit."",""cash_in_usd"":12426750,""internal_credit_spent_usd"":4142250,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""gross_sale_usd"":16569000,""cp_user_share_usd"":11598300,""ib_platform_revenue_usd"":4970700,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":4970700},""event_counts"":{""GIM_SIGNUP_TIER_1"":828450},""sp_breakdown"":{""IB_SALES_POINT"":13255200},""global_reward_breakdown_usd"":{""IB_GRR"":2485350},""pool_reward_breakdown_usd"":{""IB_GMP_MONTHLY_POOL"":59648.4},""cashout_breakdown_usd"":{""CASHOUT"":37280.25},""sink_breakdown_usd"":{""MIXED_INTERNAL_CREDIT_SPEND"":4142250},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":37280.25,""sink_total_usd"":4142250,""gross_sale_split_matches_sink_total"":true}}"
2026-10,IB-2026-10-GIM-TIER-2,iblooming,CP,IBLOOMING_GIM,2130300,2130300,7101000,0,FIAT,0,5680800,284040,25563.6,4260.6,0,true,2026-10,false,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_gim_signup"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":355050,""cohort_type"":""iblooming_gim_tier_2"",""cashflow_basis"":""Fiat sale creates new cash."",""cash_in_usd"":7101000,""internal_credit_spent_usd"":0,""payment_method"":""FIAT"",""recognized_revenue_basis"":{""gross_sale_usd"":7101000,""cp_user_share_usd"":4970700,""ib_platform_revenue_usd"":2130300,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":2130300},""event_counts"":{""GIM_SIGNUP_TIER_2"":355050},""sp_breakdown"":{""IB_SALES_POINT"":5680800},""global_reward_breakdown_usd"":{""IB_GRR"":284040},""pool_reward_breakdown_usd"":{""IB_GMP_MONTHLY_POOL"":25563.6},""cashout_breakdown_usd"":{""CASHOUT"":4260.6},""sink_breakdown_usd"":{},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":4260.6,""sink_total_usd"":0,""gross_sale_split_matches_sink_total"":true}}"
2026-10,IB-2026-10-IMATRIX-FOUNDATION,iblooming,CP,IBLOOMING_IMATRIX,5128500,5128500,13676000,3419000,MIXED,0,11111750,262123.25,51285,3931.85,3419000,true,2026-10,false,true,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_imatrix_purchase"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":569833,""cohort_type"":""iblooming_imatrix_foundation"",""cashflow_basis"":""Mixed payment: part fiat cash, part internal credit."",""cash_in_usd"":13676000,""internal_credit_spent_usd"":3419000,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""gross_sale_usd"":17095000,""cp_user_share_usd"":11966500,""ib_platform_revenue_usd"":5128500,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":5128500},""plan_counts"":{""FOUNDATION_TIER_1"":341900,""FOUNDATION_TIER_2"":227933},""sp_breakdown"":{""IB_SALES_POINT"":11111750},""global_reward_breakdown_usd"":{""IB_IRR"":262123.25},""pool_reward_breakdown_usd"":{""IB_GMP_MONTHLY_POOL"":51285},""cashout_breakdown_usd"":{""CASHOUT"":3931.85},""sink_breakdown_usd"":{""MIXED_INTERNAL_CREDIT_SPEND"":3419000},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":3931.85,""sink_total_usd"":3419000,""gross_sale_split_matches_sink_total"":true}}"
2026-10,IB-2026-10-IMATRIX-PRO,iblooming,CP,IBLOOMING_IMATRIX,3282240,3282240,10940800,0,FIAT,0,7111520,364692.5,32822.4,5470.39,0,true,2026-10,false,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_imatrix_purchase"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":91173,""cohort_type"":""iblooming_imatrix_pro"",""cashflow_basis"":""Fiat sale creates new cash."",""cash_in_usd"":10940800,""internal_credit_spent_usd"":0,""payment_method"":""FIAT"",""recognized_revenue_basis"":{""gross_sale_usd"":10940800,""cp_user_share_usd"":7658560,""ib_platform_revenue_usd"":3282240,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":3282240},""plan_counts"":{""PRO_TIER_1"":54704,""PRO_TIER_2"":36469},""sp_breakdown"":{""IB_SALES_POINT"":7111520},""global_reward_breakdown_usd"":{""IB_IRR"":364692.5},""pool_reward_breakdown_usd"":{""IB_GMP_MONTHLY_POOL"":32822.4},""cashout_breakdown_usd"":{""CASHOUT"":5470.39},""sink_breakdown_usd"":{},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":5470.39,""sink_total_usd"":0,""gross_sale_split_matches_sink_total"":true}}"
2026-10,IB-2026-10-IMATRIX-EXPERT,iblooming,EXECUTIVE_CP,IBLOOMING_IMATRIX,1846260,1846260,6154200,0,FIAT,0,4000230,188726,18462.6,2830.89,0,true,2026-10,false,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_imatrix_purchase"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":20514,""cohort_type"":""iblooming_imatrix_expert"",""cashflow_basis"":""Fiat sale creates new cash."",""cash_in_usd"":6154200,""internal_credit_spent_usd"":0,""payment_method"":""FIAT"",""recognized_revenue_basis"":{""gross_sale_usd"":6154200,""cp_user_share_usd"":4307940,""ib_platform_revenue_usd"":1846260,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":1846260},""plan_counts"":{""EXPERT_TIER_1"":12308,""EXPERT_TIER_2"":8206},""sp_breakdown"":{""IB_SALES_POINT"":4000230},""global_reward_breakdown_usd"":{""IB_IRR"":188726},""pool_reward_breakdown_usd"":{""IB_GMP_MONTHLY_POOL"":18462.6},""cashout_breakdown_usd"":{""CASHOUT"":2830.89},""sink_breakdown_usd"":{},""active_roles"":[""EXECUTIVE_CP_STATUS:EXECUTIVE_CP""],""active_qualifications"":[""EXECUTIVE_CP_APPOINTMENT:APPROVED""],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":2830.89,""sink_total_usd"":0,""gross_sale_split_matches_sink_total"":true}}"
