record_type,snapshot_id,stable_key,display_name,group_key,join_period,member_stable_key,source_system,alias_key,alias_type,confidence,role_type,role_value,effective_from,effective_to,source_event_ref,offer_code,offer_type,label,price_fiat_usd,pc_grant,sp_accrual,pc_grant_rule,lts_generation_rule,reward_rule_reference,event_ref,event_type,occurred_at,effective_period,actor_member_stable_key,beneficiary_member_stable_key,related_member_stable_key,quantity,amount,unit,recognized_revenue_usd,gross_margin_usd,cash_in_usd,internal_credit_spent_usd,payment_method,entry_type,amount_pc,amount_sp,sink_spend_usd,reward_source_code,distribution_cycle,obligation_status,origin_join_level,tier,imatrix_plan,eligibility_snapshot_key,pool_code,recipient_member_stable_key,share_count,pool_recipient_count,pool_share_total,amount_usd,fee_usd,cashout_source_system,breakdown_key,scenario_code,policy_group,qualification_type,window_key,starts_at,ends_at,threshold_amount,threshold_unit,status,source_window_key,metadata
pc_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-VOYAGER,,,,,,,,,EVT-BGC-2026-07-ENTRY-VOYAGER,,,,,,,,,,,,,2026-07,,,,,,,,,,,,GRANT,4039150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_note"":""PC granted from BGC entry/upgrade.""}"
sp_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-VOYAGER,,,,,,,,,EVT-BGC-2026-07-ENTRY-VOYAGER,,,,,,,,,,,,,2026-07,,,,,,,,,,,,ACCRUAL,,28274050,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_note"":""SP/LTS generated from BGC tier rule.""}"
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-VOYAGER,,,,,,,,,EVT-BGC-2026-07-ENTRY-VOYAGER,,,,,,,,,,,,,2026-07,,,,,2827405,USD,,,,,,,,,,BGC_RR,EVENT_BASED,ACCRUED,VOYAGER,,,,,,,,,,,,,,,,,,,,,,,"{""origin_join_level"":""VOYAGER""}"
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-VOYAGER,,,,,,,,,EVT-BGC-2026-07-ENTRY-VOYAGER,,,,,,,,,,,,,2026-07,,,,,8199474.5,USD,,,,,,,,,,BGC_GR,EVENT_BASED,ACCRUED,VOYAGER,,,,,,,,,,,,,,,,,,,,,,,"{""origin_join_level"":""VOYAGER""}"
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-VOYAGER,,,,,,,,,EVT-BGC-2026-07-ENTRY-VOYAGER,,,,,,,,,,,,,2026-07,,,,,113096.2,USD,,,,,,,,,,BGC_MIRACLE_CASH,EVENT_BASED,ACCRUED,,,,,,,,,,,,,,,,,,,,,,,,{}
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-BGC-2026-07-ENTRY-VOYAGER,,,,,,,,,,,,,2026-07,,,,,1300606.3,USD,,,,,,FUNDING,,,,,MONTHLY,,,,,,BGC_GPSP_MONTHLY_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-BGC-2026-07-ENTRY-VOYAGER,,,,,,,,,,,,,2026-07,,,,,1130962,USD,,,,,,DISTRIBUTION,,,,,MONTHLY,,,,,BGC_GPSP_MONTHLY_POOL-2026-07,BGC_GPSP_MONTHLY_POOL,BGC-2026-07-ENTRY-VOYAGER,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
cashout_event,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-VOYAGER,,,,,,,,,EVT-BGC-2026-07-ENTRY-VOYAGER,,,,,,,,,,,PAID,2026-07-31T23:59:59.999Z,2026-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,201876.72,2018.77,BGC,CASHOUT,BASE_SAMPLE_CASHOUT,STANDARD,,,,,,,,,"{""source_note"":""Cash that actually leaves the ecosystem.""}"
member,case-10m-12m-bgc-iblooming-full-detail-csv,BGC-2026-07-ENTRY-EXPLORER,BGC 2026 07 ENTRY EXPLORER,FOUNDERS,2026-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""aggregate_member"":true,""cohort_member_count"":50815}"
member_alias,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-EXPLORER,BGC,BGC-BGC-2026-07-ENTRY-EXPLORER,member_id,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
role_history,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-EXPLORER,BGC,,,,AFFILIATE_LEVEL,EXPLORER,2026-07-01T00:00:00.000Z,,EVT-BGC-2026-07-ENTRY-EXPLORER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""status_meaning"":""This is an active BGC level, not only eligibility.""}"
business_event,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,BGC,,,,,,,,EVT-BGC-2026-07-ENTRY-EXPLORER,BGC_JOIN_EXPLORER,,,,,,,,,EVT-BGC-2026-07-ENTRY-EXPLORER,AFFILIATE_UPGRADED,2026-07-15T12:00:00.000Z,2026-07,BGC-2026-07-ENTRY-EXPLORER,BGC-2026-07-ENTRY-EXPLORER,,50815,87655875,USD,87655875,87655875,87655875,406520,MIXED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""bgc_affiliate_entry_upgrade"",""case_10m_12m_business_sample""],""cohort_member_count"":50815,""cohort_type"":""bgc_affiliate_entry_or_upgrade"",""cashflow_basis"":""Membership/upgrade creates new cash. Product use in the same period spends internal credit."",""cash_in_usd"":87655875,""internal_credit_spent_usd"":406520,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""basis"":""aggregate_affiliate_entry_upgrade_revenue"",""offer_code"":""BGC_JOIN_EXPLORER"",""unit_price_usd"":1725,""cohort_member_count"":50815,""aggregate_revenue_usd"":87655875},""gross_margin_basis"":{""gross_margin_usd"":87655875},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""PC"",""WEC eligibility"",""SP/LTS"",""RR"",""GR"",""GPSP"",""WEC Pool""],""active_roles"":[""AFFILIATE_LEVEL:EXPLORER""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":482082.92,""sink_total_usd"":406520},""source_event_ref"":""EVT-BGC-2026-07-ENTRY-EXPLORER"",""snapshot_file_type_case"":""full_detail_csv""}"
pc_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-EXPLORER,,,,,,,,,EVT-BGC-2026-07-ENTRY-EXPLORER,,,,,,,,,,,,,2026-07,,,,,,,,,,,,GRANT,8765587500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_note"":""PC granted from BGC entry/upgrade.""}"
sp_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-EXPLORER,,,,,,,,,EVT-BGC-2026-07-ENTRY-EXPLORER,,,,,,,,,,,,,2026-07,,,,,,,,,,,,ACCRUAL,,61333705,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_note"":""SP/LTS generated from BGC tier rule.""}"
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-EXPLORER,,,,,,,,,EVT-BGC-2026-07-ENTRY-EXPLORER,,,,,,,,,,,,,2026-07,,,,,7360044.6,USD,,,,,,,,,,BGC_RR,EVENT_BASED,ACCRUED,EXPLORER,,,,,,,,,,,,,,,,,,,,,,,"{""origin_join_level"":""EXPLORER""}"
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-EXPLORER,,,,,,,,,EVT-BGC-2026-07-ENTRY-EXPLORER,,,,,,,,,,,,,2026-07,,,,,19013448.55,USD,,,,,,,,,,BGC_GR,EVENT_BASED,ACCRUED,EXPLORER,,,,,,,,,,,,,,,,,,,,,,,"{""origin_join_level"":""EXPLORER""}"
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-EXPLORER,,,,,,,,,EVT-BGC-2026-07-ENTRY-EXPLORER,,,,,,,,,,,,,2026-07,,,,,245334.82,USD,,,,,,,,,,BGC_MIRACLE_CASH,EVENT_BASED,ACCRUED,,,,,,,,,,,,,,,,,,,,,,,,{}
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-BGC-2026-07-ENTRY-EXPLORER,,,,,,,,,,,,,2026-07,,,,,2821350.43,USD,,,,,,FUNDING,,,,,MONTHLY,,,,,,BGC_GPSP_MONTHLY_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-BGC-2026-07-ENTRY-EXPLORER,,,,,,,,,,,,,2026-07,,,,,2453348.2,USD,,,,,,DISTRIBUTION,,,,,MONTHLY,,,,,BGC_GPSP_MONTHLY_POOL-2026-07,BGC_GPSP_MONTHLY_POOL,BGC-2026-07-ENTRY-EXPLORER,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
cashout_event,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-EXPLORER,,,,,,,,,EVT-BGC-2026-07-ENTRY-EXPLORER,,,,,,,,,,,PAID,2026-07-31T23:59:59.999Z,2026-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,482082.92,4820.83,BGC,CASHOUT,BASE_SAMPLE_CASHOUT,STANDARD,,,,,,,,,"{""source_note"":""Cash that actually leaves the ecosystem.""}"
member,case-10m-12m-bgc-iblooming-full-detail-csv,BGC-2026-07-ENTRY-PIONEER,BGC 2026 07 ENTRY PIONEER,FOUNDERS,2026-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""aggregate_member"":true,""cohort_member_count"":9642}"
member_alias,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-PIONEER,BGC,BGC-BGC-2026-07-ENTRY-PIONEER,member_id,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
role_history,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-PIONEER,BGC,,,,AFFILIATE_LEVEL,PIONEER,2026-07-01T00:00:00.000Z,,EVT-BGC-2026-07-ENTRY-PIONEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""status_meaning"":""This is an active BGC level, not only eligibility.""}"
role_history,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-PIONEER,BGC,,,,WEC_STATUS,ACHIEVED,2026-07-01T00:00:00.000Z,,EVT-BGC-2026-07-ENTRY-PIONEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""status_meaning"":""WEC is achieved in this source-detail sample.""}"
qualification_window,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-PIONEER,,,,,,,,,EVT-BGC-2026-07-ENTRY-PIONEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEC_60_DAY,WEC-2026-07-PIONEER,2026-07-01T00:00:00.000Z,2026-07-31T23:59:59.999Z,10000,USD,,,"{""requirement_note"":""WEC needs source detail; eligibility alone is not active WEC.""}"
qualification_status,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-PIONEER,,,,,,,2026-07-15T12:00:00.000Z,,EVT-BGC-2026-07-ENTRY-PIONEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEC_60_DAY,,,,,,ACHIEVED,WEC-2026-07-PIONEER,{}
business_event,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,BGC,,,,,,,,EVT-BGC-2026-07-ENTRY-PIONEER,BGC_JOIN_PIONEER,,,,,,,,,EVT-BGC-2026-07-ENTRY-PIONEER,AFFILIATE_UPGRADED,2026-07-15T12:00:00.000Z,2026-07,BGC-2026-07-ENTRY-PIONEER,BGC-2026-07-ENTRY-PIONEER,,9642,27720750,USD,27720750,27720750,27720750,154272,MIXED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""bgc_affiliate_entry_upgrade"",""case_10m_12m_business_sample""],""cohort_member_count"":9642,""cohort_type"":""bgc_affiliate_entry_or_upgrade"",""cashflow_basis"":""Membership/upgrade creates new cash. Product use in the same period spends internal credit."",""cash_in_usd"":27720750,""internal_credit_spent_usd"":154272,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""basis"":""aggregate_affiliate_entry_upgrade_revenue"",""offer_code"":""BGC_JOIN_PIONEER"",""unit_price_usd"":2875,""cohort_member_count"":9642,""aggregate_revenue_usd"":27720750},""gross_margin_basis"":{""gross_margin_usd"":27720750},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""PC"",""WEC eligibility"",""SP/LTS"",""RR"",""GR"",""GPSP"",""WEC Pool""],""active_roles"":[""AFFILIATE_LEVEL:PIONEER""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":170814.39,""sink_total_usd"":154272},""source_event_ref"":""EVT-BGC-2026-07-ENTRY-PIONEER"",""snapshot_file_type_case"":""full_detail_csv""}"
pc_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-PIONEER,,,,,,,,,EVT-BGC-2026-07-ENTRY-PIONEER,,,,,,,,,,,,,2026-07,,,,,,,,,,,,GRANT,2772075000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_note"":""PC granted from BGC entry/upgrade.""}"
sp_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-PIONEER,,,,,,,,,EVT-BGC-2026-07-ENTRY-PIONEER,,,,,,,,,,,,,2026-07,,,,,,,,,,,,ACCRUAL,,19399704,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_note"":""SP/LTS generated from BGC tier rule.""}"
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-PIONEER,,,,,,,,,EVT-BGC-2026-07-ENTRY-PIONEER,,,,,,,,,,,,,2026-07,,,,,2909955.6,USD,,,,,,,,,,BGC_RR,EVENT_BASED,ACCRUED,PIONEER,,,,,,,,,,,,,,,,,,,,,,,"{""origin_join_level"":""PIONEER""}"
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-PIONEER,,,,,,,,,EVT-BGC-2026-07-ENTRY-PIONEER,,,,,,,,,,,,,2026-07,,,,,6401902.32,USD,,,,,,,,,,BGC_GR,EVENT_BASED,ACCRUED,PIONEER,,,,,,,,,,,,,,,,,,,,,,,"{""origin_join_level"":""PIONEER""}"
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-PIONEER,,,,,,,,,EVT-BGC-2026-07-ENTRY-PIONEER,,,,,,,,,,,,,2026-07,,,,,77598.82,USD,,,,,,,,,,BGC_MIRACLE_CASH,EVENT_BASED,ACCRUED,,,,,,,,,,,,,,,,,,,,,,,,{}
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-BGC-2026-07-ENTRY-PIONEER,,,,,,,,,,,,,2026-07,,,,,892386.38,USD,,,,,,FUNDING,,,,,MONTHLY,,,,,,BGC_GPSP_MONTHLY_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-BGC-2026-07-ENTRY-PIONEER,,,,,,,,,,,,,2026-07,,,,,775988.16,USD,,,,,,DISTRIBUTION,,,,,MONTHLY,,,,,BGC_GPSP_MONTHLY_POOL-2026-07,BGC_GPSP_MONTHLY_POOL,BGC-2026-07-ENTRY-PIONEER,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-BGC-2026-07-ENTRY-PIONEER,,,,,,,,,,,,,2026-07,,,,,334644.89,USD,,,,,,FUNDING,,,,,QUARTERLY,,,,,,BGC_WEC_QUARTERLY_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-BGC-2026-07-ENTRY-PIONEER,,,,,,,,,,,,,2026-07,,,,,290995.56,USD,,,,,,DISTRIBUTION,,,,,QUARTERLY,,,,,BGC_WEC_QUARTERLY_POOL-2026-07,BGC_WEC_QUARTERLY_POOL,BGC-2026-07-ENTRY-PIONEER,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
cashout_event,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-PIONEER,,,,,,,,,EVT-BGC-2026-07-ENTRY-PIONEER,,,,,,,,,,,PAID,2026-07-31T23:59:59.999Z,2026-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,170814.39,1708.14,BGC,CASHOUT,BASE_SAMPLE_CASHOUT,STANDARD,,,,,,,,,"{""source_note"":""Cash that actually leaves the ecosystem.""}"
member,case-10m-12m-bgc-iblooming-full-detail-csv,BGC-2026-07-ENTRY-SPECIAL,BGC 2026 07 ENTRY SPECIAL,FOUNDERS,2026-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""aggregate_member"":true,""cohort_member_count"":2085}"
member_alias,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-SPECIAL,BGC,BGC-BGC-2026-07-ENTRY-SPECIAL,member_id,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
role_history,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-SPECIAL,BGC,,,,AFFILIATE_LEVEL,SPECIAL,2026-07-01T00:00:00.000Z,,EVT-BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""status_meaning"":""This is an active BGC level, not only eligibility.""}"
role_history,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-SPECIAL,BGC,,,,WEC_STATUS,ACHIEVED,2026-07-01T00:00:00.000Z,,EVT-BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""status_meaning"":""WEC is achieved in this source-detail sample.""}"
qualification_window,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,EVT-BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEC_60_DAY,WEC-2026-07-SPECIAL,2026-07-01T00:00:00.000Z,2026-07-31T23:59:59.999Z,10000,USD,,,"{""requirement_note"":""WEC needs source detail; eligibility alone is not active WEC.""}"
qualification_status,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-SPECIAL,,,,,,,2026-07-15T12:00:00.000Z,,EVT-BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEC_60_DAY,,,,,,ACHIEVED,WEC-2026-07-SPECIAL,{}
business_event,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,BGC,,,,,,,,EVT-BGC-2026-07-ENTRY-SPECIAL,BGC_JOIN_SPECIAL,,,,,,,,,EVT-BGC-2026-07-ENTRY-SPECIAL,AFFILIATE_UPGRADED,2026-07-15T12:00:00.000Z,2026-07,BGC-2026-07-ENTRY-SPECIAL,BGC-2026-07-ENTRY-SPECIAL,,2085,23977500,USD,23977500,23977500,23977500,33360,MIXED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""bgc_affiliate_entry_upgrade"",""case_10m_12m_business_sample""],""cohort_member_count"":2085,""cohort_type"":""bgc_affiliate_entry_or_upgrade"",""cashflow_basis"":""Membership/upgrade creates new cash. Product use in the same period spends internal credit."",""cash_in_usd"":23977500,""internal_credit_spent_usd"":33360,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""basis"":""aggregate_affiliate_entry_upgrade_revenue"",""offer_code"":""BGC_JOIN_SPECIAL"",""unit_price_usd"":11500,""cohort_member_count"":2085,""aggregate_revenue_usd"":23977500},""gross_margin_basis"":{""gross_margin_usd"":23977500},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""PC"",""WEC eligibility"",""SP/LTS"",""RR"",""GR"",""GPSP"",""WEC Pool""],""active_roles"":[""AFFILIATE_LEVEL:SPECIAL""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":147785.32,""sink_total_usd"":33360},""source_event_ref"":""EVT-BGC-2026-07-ENTRY-SPECIAL"",""snapshot_file_type_case"":""full_detail_csv""}"
pc_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,EVT-BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,,,,,2026-07,,,,,,,,,,,,GRANT,2397750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_note"":""PC granted from BGC entry/upgrade.""}"
sp_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,EVT-BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,,,,,2026-07,,,,,,,,,,,,ACCRUAL,,16784250,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_note"":""SP/LTS generated from BGC tier rule.""}"
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,EVT-BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,,,,,2026-07,,,,,2517637.5,USD,,,,,,,,,,BGC_RR,EVENT_BASED,ACCRUED,SPECIAL,,,,,,,,,,,,,,,,,,,,,,,"{""origin_join_level"":""SPECIAL""}"
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,EVT-BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,,,,,2026-07,,,,,5538802.5,USD,,,,,,,,,,BGC_GR,EVENT_BASED,ACCRUED,SPECIAL,,,,,,,,,,,,,,,,,,,,,,,"{""origin_join_level"":""SPECIAL""}"
reward_obligation,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,EVT-BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,,,,,2026-07,,,,,67137,USD,,,,,,,,,,BGC_MIRACLE_CASH,EVENT_BASED,ACCRUED,,,,,,,,,,,,,,,,,,,,,,,,{}
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,,,,,2026-07,,,,,772075.5,USD,,,,,,FUNDING,,,,,MONTHLY,,,,,,BGC_GPSP_MONTHLY_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,,,,,2026-07,,,,,671370,USD,,,,,,DISTRIBUTION,,,,,MONTHLY,,,,,BGC_GPSP_MONTHLY_POOL-2026-07,BGC_GPSP_MONTHLY_POOL,BGC-2026-07-ENTRY-SPECIAL,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,,,,,2026-07,,,,,289528.31,USD,,,,,,FUNDING,,,,,QUARTERLY,,,,,,BGC_WEC_QUARTERLY_POOL,,,,,,,,,,,,,,,,,,,"{""funding_basis"":""Aggregate source-event pool funding.""}"
pool_entry,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,,,,,,,,,,EVT-BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,,,,,2026-07,,,,,251763.75,USD,,,,,,DISTRIBUTION,,,,,QUARTERLY,,,,,BGC_WEC_QUARTERLY_POOL-2026-07,BGC_WEC_QUARTERLY_POOL,BGC-2026-07-ENTRY-SPECIAL,1,1,1,,,,,,,,,,,,,,,"{""distribution_basis"":""One aggregate cohort recipient row.""}"
cashout_event,case-10m-12m-bgc-iblooming-full-detail-csv,,,,,BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,EVT-BGC-2026-07-ENTRY-SPECIAL,,,,,,,,,,,PAID,2026-07-31T23:59:59.999Z,2026-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,147785.32,1477.85,BGC,CASHOUT,BASE_SAMPLE_CASHOUT,STANDARD,,,,,,,,,"{""source_note"":""Cash that actually leaves the ecosystem.""}"
